fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia
20210905 051936	-0.0829706892866035	1594	385	10	5	4581250
20210905 052029	-0.187064359027673	2041	326	14	5	4035000
20210905 052121	-0.216349459526527	2496	701	18	5	4202500
20210905 052200	-0.932193746862048	1413	523	7	5	4348750
20210905 052236	-0.948379468533366	2118	236	7	5	3925000
20210905 052338	-0.327006230514651	1632	248	20	5	4275000
20210905 052436	-0.977493344600679	1553	439	20	5	4425000
20210905 052528	-0.145794640922061	2411	385	14	5	4383750
20210905 052615	-0.323701706996001	1167	240	10	5	4121250
20210905 052711	-0.0526379754775204	1555	423	19	5	4417500
20210905 052807	-0.0848639971304958	2199	524	17	5	3950000
20210905 052851	-0.439687230684641	2441	476	9	5	4411250
20210905 052944	-0.141458628952164	2828	556	17	5	3616250
20210905 053039	-0.326546339200802	1577	607	18	5	4218750
20210905 053119	-0.793260958360414	1087	382	7	5	4071250
20210905 053222	-0.389421428584491	1612	295	20	5	4261250
20210905 053318	-0.131928653721395	2517	543	20	5	3758750
20210905 053405	-0.237105846149477	2688	673	10	5	3767500
20210905 053451	-0.995731372851013	1934	271	10	5	4141250
20210905 053524	-0.0451754904860327	1404	497	6	5	4231250
20210905 053610	-0.889918344791894	1300	203	10	5	3492500
20210905 053631	-0.516322964579238	5524	1194	3	5	2432500
20210905 053715	-0.705947363201348	7999	1186	20	5	2432500
20210905 053816	-0.880092471135284	1628	253	20	5	4323750
20210905 053839	-0.998045117872552	4584	1796	3	5	2196250
20210905 053931	-0.636928246608979	2445	716	14	5	4106250
20210905 054023	-0.49117753836555	2432	743	20	5	4140000
20210905 054116	-0.650585184396898	2443	676	20	5	4318750
20210905 054209	-0.793843445785571	2310	720	20	5	3560000
20210905 054230	-0.104487435138436	6540	313	3	5	2432500
20210905 054323	-0.574958311245198	2527	691	18	5	3770000
20210905 054419	-0.0629030717326768	1629	507	16	5	4226250
20210905 054515	-0.659218756833012	2386	610	20	5	4118750
20210905 054608	-0.486980075142606	1517	723	20	5	3775000
20210905 054702	-0.296708038949588	2435	782	20	5	3965000
20210905 054806	-0.862227511757731	1107	274	20	5	3911250
20210905 054855	-0.585096295779088	3044	1091	20	5	2873750
